Review_Date,Author,Rating,Review_Title,Review,Review_Url
3 October 2015,claudio_carvalho,4," How to Destroy the Past with the Mediocrity of the Present
","In 1984, fans of sci-fi with action were surprised by ""Terminator"", one of the best films of this genre in the cinema industry. Followed by the excellent sequel ""Terminator 2: Judgment Day"" (1991), the franchise apparently ended in 2003 with ""Terminator 3: Rise of the Machines"". However, in 2008, it was released the series ""Terminator: The Sarah Connor Chronicles"" that also worked well showing how Sarah and John Connor survived along the years. In 2009, the exhausted franchise was revived by Hollywood with ""Terminator Salvation"". ",/review/rw3625140/?ref_=tt_urv
18 September 2015,TheLittleSongbird,3," A once classic film series hits rock-bottom
","The first two Terminator films are among the best of their genre and are brilliant films also in their own right. Rise of the Machines started the series' decline and had its faults but also had some good things that made it better than its reputation, while Terminator Salvation although with its moments was even more disappointing. While not a complete disaster, the latest in the Terminator franchise is the worst yet and sees a once classic series at rock bottom.",/review/rw3625140/?ref_=tt_urv
6 July 2015,sentient-74528,1," They finally lost it
","The Terminator franchise started with a low-budget thriller film that introduced a very interesting and compelling story about a woman who is a target of a ruthless man from the future that turns up to be a cyborg. It was a simple yet good story and a good piece of science fiction. Why was it a good film? Well, for starters, the bad guy, i.e the terminator, according to Kyle Reese, doesn't feel pain or pity, can't be reasoned with, can't be bargained with. It was the perfect killer, and almost invincible. So there you got all the elements of a good story.",/review/rw3625140/?ref_=tt_urv
15 June 2020,fraser-simons,7," Little bit dumb but pretty fun
","Pretty contrived and cheesy but the acting wasn't as bad as I thought it would be. It's fun, has plenty of action and throwback Easter eggs. It won't blow you away but it's a decent action flick. If it had a better script it would have had more potential.",/review/rw3625140/?ref_=tt_urv
9 September 2022,imseeg,3," The WORST edition of the entire series!!!
",How low can they go?,/review/rw3625140/?ref_=tt_urv
6 March 2020,MR-ODIN,," Genisys
","Not quite as bad as i thought it would be, Terminator: Genisys brings back the nostalgia of the first two films. It even has the same old-school vibe to it. But when you get to its core, Genisys is simply a rehash of the first two masterpieces, which are so good there was no point in revisiting them.",/review/rw3625140/?ref_=tt_urv
5 July 2016,fairdraconica,1," This film re-writes the original thing and turns it into a stupid joke!
","Worst Terminator ever and a mockery of everything that was credible before! The very first Terminator had that awesome tragic vibe and hopelessness about it, when Kyle Reese (the scarred, traumatised, thin man, grown up starving and surviving, as best as he could, in the world destroyed by war) was the only hope of the oblivious humanity, and even he didn't believe in himself, but made his ultimate sacrifice through pain, suffering and death, nonetheless. He and Sarah were just two regular human beings, children of their worlds.",/review/rw3625140/?ref_=tt_urv
10 July 2015,madmaxwell93,1," The absolute worst in the series
","There is really nothing to say about this film besides that it's a complete slap in the face to anyone who is a fan of the Terminator franchise. The plot is very tedious and the script is poorly thought out. For instance, nothing in this movie makes any sense whatsoever. And oh yes, I am going to spoil it for some folks.",/review/rw3625140/?ref_=tt_urv
3 July 2015,prospectus_capricornium,5," Way Below James Cameron's Terminator
","The newest entry to the Terminator franchise, strives with towering efforts to reclaim the glory of its two James Cameron-directed predecessors, but miserably fails to deliver even a faint hint of wit and sense, in the wake of its convoluted confusion-infested time-travel narrative.",/review/rw3625140/?ref_=tt_urv
9 August 2015,ivo-cobra8,1," The Worst awful Terminator film I have ever watched. Been a Terminator fan my whole life since my childhood and we get this?
",None of the Terminator films are so bad than the new Terminator: Genisys film is.,/review/rw3625140/?ref_=tt_urv
