Review_Date,Author,Rating,Review_Title,Review,Review_Url
9 January 2020,ThomDerd,10," Wow! And what a soundtrack!
","If you love OSTs then you will love this one. Even Idris Elba is singing.
As for the film: it is just pure entertainment! Hobbs and Shaw have to work together to get the pretty sister of Shaw out of trouble and away from black superman Idris Elba, who is amazingly cool in his performance as a villain. The movie has absurd action sequences which would make James Bond change his profession to a mathematician.
The chemistry between Statham and Johnson is electric and funny.
I am not going to say anything about the cameos, they are just hilarious.
Great to see on a weeknight or a weekend or during Easter, Xmas, NYE, Summertime. Preferably on a big screen.
10/10 for the successful fan fiction attempt.",/review/rw5105577/?ref_=tt_urv
20 August 2019,FlashCallahan,8," A champagne problem.....
","This film is a divider, you're either going to love it, or you are just going to dismiss the fact that this film exists.",/review/rw5105577/?ref_=tt_urv
21 October 2019,kosmasp,8," What happens when an unstoppable force meets an immovable object?
","That is a bit what the two stars are supposed to be. Though don't ask me who is who - if you insist I'd say Statham is the unstoppable force and Dwayne the immovable object. Which would make sense, since he is the Rock ... Ok kidding aside now, we know this unlikely team made waves in the last Fast and Furious movie andwas the best thing about it. At least the funniest thing about it.",/review/rw5105577/?ref_=tt_urv
18 August 2019,BA_Harrison,5," What's next? Spaceships? A dragon?
","Hobbs and Shaw (Dwayne Johnson and Jason Statham) reluctantly join forces to try and find Shaw's sister Hattie (Vanessa Kirby), who is carrying a deadly virus in her bloodstream that will become active in 72 hours. Also trying to track down Hattie is technologically enhanced villain Brixton (Idris Elba), who intends to use the virus to cleanse the Earth of the weak.",/review/rw5105577/?ref_=tt_urv
14 August 2019,UniqueParticle,9," Venessa Kirby is gorgeous and so worth seeing along with the other goofballs
","Action filled and perfect summer banter movie! Definitely one of the best Fast and Furious adaptations since the first 2 films, David Leitch is an incredible director and I love his style! I'm shocked their was only 1 other person the theater and he didn't even stay for the ending. I laughed a lot too; also it was in IMAX which is always great! I definitely would recommend this to anyone a fan of the series or not, it's still very entertaining.",/review/rw5105577/?ref_=tt_urv
12 September 2019,Radio-1s_Mr-MovieMad-Ami_104-1FM,10," "" D Y N A M I T E 💥 💥❗""
","To the Wonderful, Open-Minded, F U N - L O v I N G  B50;❕movie-Goers Among You : I Hope My Impassioned Review Incentivizes You to Go See This "" Crazy, Frivolous, Veritable P O W D E R - K E G  F4 A5; "" of A Film, You Won't Regret It. { & 'f Y I' : I Am Not Beholden to Any Film-Studio or Production Whatsoever, I Do This P U R E L Y out Of My "" Undying Love :P "" for What I Like to Call : "" #themagicofmovies  F320; "" } .",/review/rw5105577/?ref_=tt_urv
2 October 2019,danhoughton,7," I wanted to hate it.
","... But I just couldn't. It was so obviously refusing to take itself seriously that you couldnt help but be swept up in the fun. Yes, it's over the top, unsubtle and about as deep as a politicians sense of honesty, but I found myself enjoying the banter. It's a movie you can watch with half an eye and chuckle at. Just watch it with no preconceptions and enjoy the ride.",/review/rw5105577/?ref_=tt_urv
22 October 2019,saptesh786,8," Best spin off thriller !
",This spin off is enjoyable ride and alike from previous Fast & Furious franchise. Casting is perfect all main four characters are well fitted in their roles. Action scenes are highlighted part of the movie. Climax action sequence of Helicopter with car and tractors is brilliantly created. It is worth to watch. Jason Statham is as he was always. Dwayne Johnson is also rocking Hobbs. Surprise is Vanessa Kirby she looks beautiful with stunning performance of dangerous kick ass sister of Shaw. Whereas Idris Elba played machine ghost perfectly. His bike trailing under long truck is just watchable sequence while chasing. As me movie is worth to watch for two sequence one chasing and another last climax. Recommended to watch for every action lovers and F&F fan that will get a new taste of this franchise.,/review/rw5105577/?ref_=tt_urv
10 August 2019,tchitouniaram,8," Like expected,superb action flick!
","Like expected,superb action flick!
Any of the Rock or Statham movies never disappoint!
For a die hard traditional action fans-a must see!",/review/rw5105577/?ref_=tt_urv
23 December 2019,jasonparkers,1," Brainless action movie with cheesy dialogue
",I like the rock but playing the same tough guy character in every movie is getting old. Story lacks memorable characters and dialogue,/review/rw5105577/?ref_=tt_urv
25 October 2020,Leofwine_draca,6," Effective spin-off
","HOBBS & SHAW is the first spin-off from the FAST & FURIOUS franchise not to feature Vin Diesel, but it turns out you don't miss him at all. This is because the entire film consists of Dwayne Johnson and Jason Statham engaging in verbal sparring and constant insults, some of which are pretty stupid, but many of which are witty. They certain sound good in the mouths of these two enthusiastic actors and they have a real camaraderie missing in many modern buddy-buddy comedies. Aside from these guys, you get a typically bombastic and unrealistic plotline involving Idris Elba's generic supervillain, a lot of globetrotting, and typically CGI enhanced vehicle chases. It's not remotely believable, but that doesn't really matter as this is all about OTT mayhem and humorous lines in between. Plenty of fight scenes add to the fun, although it's a shame about some of the performances, but generally this works.",/review/rw5105577/?ref_=tt_urv
