Review_Date,Author,Rating,Review_Title,Review,Review_Url
21 April 2020,peterrichboy,3," Overrated nonsense
","I had heard so many good things about this show. The most watched show in Europe, Spain's biggest ever viewing figures etc. Then from a promising start the program just gets more and more ridiculous. Now I know it's just apiece of entertaining fictional drama but half the skill in making a show like this is to get the audience to think as far fetched as the plot is a part of you would like to think it could be done.",/review/rw5954701/?ref_=tt_urv
3 April 2020,Silent_Rocco,3," I don't get the hype
","With a 100% positive critics rating on Rotten Tomatoes and with many of my friends going crazy for it, my opition might not be very popular. But I find La Casa de Papel (Money Heist) to be utterly ridiculous, overly melodramatic and just plain stupid.",/review/rw5954701/?ref_=tt_urv
9 January 2019,grantss,5," Clever and intriguing, initially, but gets dumber and dumber the longer it goes on
","A band of robbers, lead by a man known simply as 'the Professor', infiltrate and rob the Spanish National Mint. They appear to bungle it, ending up holed up in the Mint with 67 hostages. But it's all part of the Professor's plan. If it succeeds, they'll make off with over $2 billion Euros.",/review/rw5954701/?ref_=tt_urv
11 April 2020,arjunrajkss,6," Could have stopped in season 2
","If they could have stopped in season 2, this series would have been the best ever heist series that's ever made. But they didn't do it and season 3 and season 4 is meaningless and boring. Not convincing and illogical.",/review/rw5954701/?ref_=tt_urv
5 April 2020,s3276169,5," Why season 3?
",I gave season one and two of this show a much deserved 10/10 but I'm at a loss to understand why they made season 3?,/review/rw5954701/?ref_=tt_urv
29 September 2022,DiCaprioFan13,8," Glad I finally gave this a chance!
","I've heard about how good Money Heist is since it started back in 2017 but for some reason I kept put off watching it. I finally gave in and started watching it recently and now I can't stop, it's every bit as good as everyone says it is. Some of it is absolutely ridiculous but that won't stop you from having fun watching it. The writing and acting are both excellent, there are so many twists and surprises that it will keep you on the edge of your seat and guessing throughout the entire series! It's a Spanish show but you can either watch it with subtitles or watch it dubbed in English. Just a little warning...once you start watching it it's hard to stop, you'll want to binge it as quickly as possible!",/review/rw5954701/?ref_=tt_urv
4 September 2021,Otte1,3," Starts great....stop watching after Season 1...you will thank me
","Season 1 was top notch
Season 2 kept the intense drama going but started dropping close to end
Season 3 We are trailing off, plot devices no longer making sense
Season 4 It became obvious that the writers was just writing the craziest stuff possible and throwing it on screen.",/review/rw5954701/?ref_=tt_urv
7 February 2021,Her-Excellency,6," Ridiculously Overrated
","With some engaging characters and a money heist script with several twists, this started off SO WELL!!!",/review/rw5954701/?ref_=tt_urv
20 April 2020,viktor-hristovski,4," dont be fooled by the ratings
","This is a soap opera, looks like a smart tv show but it's a latin soap opera and you watch it like that(50% brain turned off, the logic part)",/review/rw5954701/?ref_=tt_urv
26 April 2020,SimonSaysSmallScreen,1," Bad. Dumb and bad. Just really bad.
","Let's start with the initial premise: occupying the mint, printing up 2.4 billion in 50-Euro notes, and stealing them. That many notes would weigh 43,200 Kg and occupy a minimum of 29 standard CEN-pallets (each stacked a ridiculous 2.7 meters high), which is five more than will fit in a 40-ft container. The narration tells us they printed 200 million in the first 8 hours, so the whole lot would take 96 hours (4 days), and then it all has to be cut, stacked, wrapped and loaded. So they have to continue their occupation for, say, all together 7 days without the police taking the standard step of CUTTING OFF THE POWER. Then they have to get all that bulk removed, taken to another location, and then what are they going to do with it? Divide it amongst them? Each of them then has at least two pallets, 3,000 Kg, of bulk to carry away?",/review/rw5954701/?ref_=tt_urv
