Review_Date,Author,Rating,Review_Title,Review,Review_Url
7 March 2006,ccthemovieman-1,10," First, And Still The Best Of LOTR
","Here is one film that lived up to its hype, and by the time I saw it after it had arrived at the video stores, I had heard and read a ton of things about it, and seen all the awards it had received, and expected a lot. To my surprise, it did not disappoint.",/review/rw1920204/?ref_=tt_urv
14 April 2006,bonnie91,10," The Fellowship of the Ring: Not just a Movie, but the Door to another Dimension
","The first part of the Lord of the Rings trilogy, the Fellowship of the Rings opened the door to a whole new world for me. I'd never read any of Tolkien's books when I saw the film for the first time at the theatre and, now that I've read them, in retrospect I think being a neophyte to the mythology made my LOTR movie experience all the more miraculous.",/review/rw1920204/?ref_=tt_urv
7 March 2021,mosquitobite,10," How the hell did they film this thing
","An incredible feat
Enthrals anew every time
Cannot believe its two decades ago
Love it so much",/review/rw1920204/?ref_=tt_urv
15 February 2020,MR-ODIN,," Great
","It is my firm belief that the standard versions of The Lord of the Rings should be jettisoned in favour of the extended editions universally. Sure, the near 4 hour runtime is a tad steep, but for an absolute masterpiece like this, it's work every second and the first act of undoubtedly the best trilogy in cinematic history!",/review/rw1920204/?ref_=tt_urv
2 May 2002,NRGWasp,10," An absolutely incredible film!
",Simply incredible. Never before have I seen a 3 hour movie that didn't seem like 3 hours. I read the Lord of the Rings very recently and I was surprised at how similar Peter Jackson's vision was to my own.,/review/rw1920204/?ref_=tt_urv
11 November 2014,adamscastlevania2,10," Thank you Mr Jackson
","(95%) If the late 70's early 80's had the Star wars trilogy, then the 2000's had this epic fantasy masterclass. Regardless of whether you're a fantasy fan or not this is too good a movie to simply pass up, and it will be one of those movies that given time will prove it to be a classic. The deeper you look into this the more one notices that every single aspect really is a truly impressive accomplishment. The fact that every single sword used by the main characters was made by hand, with extra ones made only for carrying, fighting, etc, then there's the costumes/armor/props all made by teams of many people. They even made artificial trees for gods sake. But really all those things are just extras, what really makes this a unique watch is that it really does feel huge and sweeping, the sense of scale is fantastic and I can't think of anything that even comes close to matching it. What every epic flick needs this has, the cast is great, it's exciting, it has bags of character, it's funny, sad, superbly well made, with a great score and plenty of action. It's also one of very few 2 hour 30 minute + movies ever that leaves the audience wanting more. Since watching it around Christmas 2001 at a packed out cinema, and the many times I've seen it on DVD since, it never fails to impress and charm. All in all near perfect cinematic treat that keeps on giving.",/review/rw1920204/?ref_=tt_urv
19 August 2016,Leofwine_draca,10," Near perfect adaptation of a fantasy benchmark
","Director Peter Jackson and wife Fran Walsh have successfully created an epic movie in both look and feel to equal J. R. R. Tolkien's novel (itself awarded the title of ""book of the century""), bringing to the big screen a film nearly flawless in its execution. My biggest disappointment is that two chapters are missing from the novel - Tom Bombadil and the following encounter with the barrow-wrights - but everything else is present and correct.",/review/rw1920204/?ref_=tt_urv
22 December 2005,classicsoncall,10," ""Remember what Bilbo used to say, it's dangerous business Frodo, going out the door.""
","When I first read ""The Hobbit"" and ""The Lord of the Rings"" Trilogy back in the early 1970's, I recall saying to myself that the story would make a wonderful movie. ""Star Wars"" still hadn't come out yet, and realizing that the available technology could not do justice to the fantastic world presented by J.R.R. Tolkien, it was simply best left to the imagination.",/review/rw1920204/?ref_=tt_urv
26 June 2002,jaesboxer,10," Tolkien's Brilliant Vision Realized Into A Perfect Film
","For the thousands of fans who thought it couldn't be done, to the skeptics and the critics who observed Peter Jackson's adaptation of the Lord Of The Rings into a trilogy would be the next Ishtar, a disaster of epic proportions, allay your fears.  The Lord Of The Rings:  The Fellowship Of The Ring is the most daring cinematic event to take place in years, and despite the fact it undeservedly lost the best picture oscar to A Beautiful Mind, it is, I strongly believe, a film for the ages.  NOt since Gone With THe Wind has an epic tale, critically acclaimed, been adapted into a film which is astounding in its own right.  The sets are marvelous, the characters portrayed to perfection (Most notably Ian McKellen as Gandalf), and the mythology of Middle-Earth brought to vivid life, combining to make a film that is both spectacular in its grandeur and engaging in its characters.  This is a film I believe equal to Lawrence Of Arabia in its scope, and I am anxiously awaiting the sequel THe Two Towers being released this Christmas.",/review/rw1920204/?ref_=tt_urv
26 August 2008,fearfulofspiders,10," The Fantasy Motion Picture to Rule Them All...
","Barely ever hearing of The Lord of the Rings, I went in to see this film in theaters the consecutive Friday it was released, to not only be flabbergasted at its greatness, but wanting more! Since then, I devoted myself to seeing the following two films on the first day of release -- a promise I kept.",/review/rw1920204/?ref_=tt_urv
30 November 2007,mstomaso,10," Part One: With Help, Even the Impossible Can Be Achieved
","Peter Jackson set out to make movies which the author of the Lord of the Rings trilogy, J.R.R. Tolkien would have endorsed. All three were resounding successes, though because of the film medium they necessarily varied from Tolkien's story-line. Purists may have issues with Jackson's theatrical license, but as someone who has read Tolkien's books several times and seen the films 4-5 times each, I never felt that Jackson went too far or compromised Tolkien's story, the mythology he developed or the wonderful characters he brought to life. Many have said what Jackson did could not be done. He has not only proved the nay-sayers wrong, but lovingly crafted a set of films which will, for many decades to come, stand out as a great achievement. ",/review/rw1920204/?ref_=tt_urv
3 August 2005,dee.reid,10," From the beginning...
","...I wasn't sure anyone would have ever guessed (except in a 2004 Fangoria magazine article written by Mexican visionary Guillermo del Toro) that New Zealand native Peter Jackson, the director behind the ""goriest movie ever made"" (1992's ""Dead Alive""), would have been behind the epic three-film installment of ""The Lord of the Rings"" saga, which include ""The Fellowship of the Ring"" (2001), ""The Two Towers"" (2002), and Best Picture Oscar-winner ""The Return of the King"" (2003).",/review/rw1920204/?ref_=tt_urv
11 December 2001,minionlost,," Wow!
",Breathtaking.  Unique.  Captivating.  Enchanting.,/review/rw1920204/?ref_=tt_urv
7 January 2002,Aaron1375,10," Never read the book, but loved the movie!
","I didn't know quite what to expect when I went into the theater, all I knew is that I wanted to see a fantasy film with sword fights, magic and monsters.  I was not disappointed.  It exceeded my expectations because it had all the stuff I mentioned and great acting, and good character development as well.  I was enjoying the movie so much that I was very disappointed when it ended.  I would have gladly stayed another six hours if the showed the next two installments of this flick.  That was the only bad part of the film is the abrupt ending, but I still give this movie a 10, because it is a trilogy and I was expecting it.  If you want to see a great movie, one that delivers where so many have promised, but failed to deliever then this is the film to see...even if you didn't read the book.  And for anyone who has read the book I would love to hear your take on the movie, just don't give anything away about the next two parts.",/review/rw1920204/?ref_=tt_urv
8 October 2002,Rinaear,," Embrace the magic
","It is with no surprise that Peter Jackson's The Fellowship of the Ring film has received such mixed critics. Many viewers refer to it as being childish, boring and uninteresting. Seems to me that it is bound to the same fate of Tolkien's books, destined to be a target for the same type of misunderstandings that keep attacking this literary masterpiece many decades after it's first publication.",/review/rw1920204/?ref_=tt_urv
