Review_Date,Author,Rating,Review_Title,Review,Review_Url
4 October 2021,Supermanfan-13,8," Pretty Entertaining!
",I didn't really know what to expect from Carnival Row but I gotta say that I was pleasantly surprised by how good it was. You can tell they spent a lot of money on this as the world they put together is really impressive! For any fans of fantasy this is a must watch and even if you're not into fantasy that much it's still a good watch!,/review/rw5088438/?ref_=tt_urv
28 September 2022,DiCaprioFan13,8," Entertaining!
","Carnival Row was definitely a lot better than I was expecting. It takes place in a world where different mythological creatures all exist and live together though most don't get along. They also coexist to live with humans after humans invaded their homelands to take over. It follows a human detective named Rycraft ""Philo"" Philostrate (Orlando Bloom) and a refuge faerie named Vignette Stonemoss (Cara Delevingne) as they rekindle a dangerous affair among a society that doesn't not tolerate humans and creatures getting together. Philo investigates a series of dangerous murders while Vignette has a secret that endangers then both. I'm looking forward to the second and final season coming out in February.",/review/rw5088438/?ref_=tt_urv
31 August 2019,dpoland-76589,10," Watch it. Ignore comments about politics...
","I hope they make a season 2. Thoroughly enjoyable fantasy with good amount of realism. Anyone trying to pin this as overtly political ignores that the themes in the show are common in history, not surprising to find in entertainment in general and not ""propaganda.""
Great acting and great visuals! Enjoy and leave politics at the door, just for a minute...",/review/rw5088438/?ref_=tt_urv
30 August 2019,robfollower,8," Not everything works in the show. But when it does, it takes flight.
","The Amazon series is easier to follow even as it introduces initially-unconnected characters in multiple social classes. This gives ""Carnival Row"" plenty of areas to explore.
It seems the time is right for audiences to become invested in this magical world, even if it's a far darker and nastier place than they might have otherwise imagined.",/review/rw5088438/?ref_=tt_urv
30 August 2019,lazerlash,8," Probably the most immersive steampunk fantasy on the screen.
","I don't know what the professional critics had against this series. The production values are fabulous, the world building is impressive, the acting is decent, the story is interesting.",/review/rw5088438/?ref_=tt_urv
5 August 2021,northernpaladin,8," Splendid
","This was absolutely splendid. I had no expectations when I started watching it and knew nothing about it, thinking it would be Ripper Street with a touch of fantasy. First couple of episodes I was still thinking that but soon after I was utterly hooked by the believable world building and strong acting from the leads especially Orlando Bloom who shakes free of the last remaining vestiges of Legolas and gives a commanding tragic performance. The Victorian steam punk vibe is excellently bought to life and the underlying story of a displaced people struggling against prejudice and violence in a dark and hostile capital is superbly done. Clearly there are metaphors in this depiction for our own times but they are not so heavy handed as to distract from the main murder investigation that has reflections of the Ripper hunt. The answer to the murder mystery is apparent to the audience some way before the actual denouement and if there is a criticism it would be the stretch on credulity that gets us to the end in a rather hurried and over played final episode. A minor criticism though in gem of a show and I hope we will see more.",/review/rw5088438/?ref_=tt_urv
1 September 2019,Tweekums,9," A fantasy grounded in reality
","This series is set in another world; as well as humans there are Faeries (faes), Fauns (pucks) and other fantasy creatures. The action is mostly set in a country known as The Burgue; it has a Dickensian look but there is also an element of steampunk.",/review/rw5088438/?ref_=tt_urv
1 September 2019,ghanima_atrieadies,8," Very Well Done
","Ignore the political nitwits in an uproar. They did a great job with this show. Very in depth, great backstory, lore, acting, script. Orlando Bloom was amazing and Jared Harris is always great.",/review/rw5088438/?ref_=tt_urv
30 August 2019,tonymars-63087,10," Excellent show!
","Interesting story.
A little of something for everyone.
Romance, horror, fantasy, suspense
I liked it more than I thought I would.
Get ready to hate the bad guys not because of their actions but because they're just annoying",/review/rw5088438/?ref_=tt_urv
30 August 2019,The_Un-Woke,9," If the 'fantasy' genre is your thing...
","... then look no further than Carnival Row. With stunning sets and highly detailed makeup/prosthetics, this latest offering from Amazon Prime is the type of high quality show that will generate new subscribers and steer them towards the streaming service. This eight part feast for the eyes kept me interested throughout, and while it occasionally slowed down in the middle episodes it never felt padded out. Each episode felt like a cinematic experience thanks to the visuals and wide screen ratio.",/review/rw5088438/?ref_=tt_urv
31 August 2019,ChangoMutney,9," Leave politics at the door
",Too many reviewers are unable to let go of the real world and enjoy a fantasy steampunk series.,/review/rw5088438/?ref_=tt_urv
