Review_Date,Author,Rating,Review_Title,Review,Review_Url
15 January 2004,the-evil-cult,10," Entertaining and Thought-Provoking.
","Of the 250+ films I've seen and rated on IMDb, only one other (Schindler's List) is as good as American Beauty. A film like this not only entertains while you're in the theater but also drops subtle questions in your head about the nature of human behavior and the gulf between fantasy and reality. After watching this movie, viewers will think long and hard about their own lives as well as the lives of people around them. The movie spells out the social disillusionment phenomenon everyone experiences but can't really grasp.",/review/rw5204179/?ref_=tt_urv
29 May 2000,RueMorgue,10," An Oscar well deserved.
","This film is one of a kind.  After seeing this film last week, I was left with a hole in the pit of my stomach.  It left many questions in my mind, and most of them cannot be answered. In my view, a film that makes me think after I watch it is second-to-none, and this film certainly delivers in that aspect.",/review/rw5204179/?ref_=tt_urv
14 August 2001,Smells_Like_Cheese,10," An American Masterpiece
","This is by far one of the best, if not THE, movies of the 90's. ""American Beauty"" stole my vote immediately as I started watching it. The idea and concept of ""American Beauty"" is just some ordinary people on an ordinary block with ordinary lives.",/review/rw5204179/?ref_=tt_urv
9 September 2000,Antithesys,10," Beautiful...so beautiful
",American Beauty is the greatest movie ever made.,/review/rw5204179/?ref_=tt_urv
16 September 1999,Rusty-61,," Could be the best movie of the year.
","And there were a lot of great ones this year. I will also say something even (possibly) bolder--that Kevin Spacey gives the performance of his career. And all us movie geeks know that is saying a LOT, given this man's past roles, and his talent. I used to think he was overrated as an actor. Then I figured OK, I see what all the fuss is about. Now, he's up there with my favorite actors of all time, with James Woods, Steve Buscemi, Robert Deniro...probably in the top 5. ",/review/rw5204179/?ref_=tt_urv
22 March 2000,SD-4,10," A deep, wonderful, penetrating film; extraordinary irony in a psychological drama about the American life.
","I have come to see the movie with a certain prejudice.  Everyone saying that it was so wonderful, so touching, so excited -- I usually tend to go with movies that nobody likes.  Nevertheless, this one was a certain exception.",/review/rw5204179/?ref_=tt_urv
26 February 2000,ryan_lynch,10," A little masterpiece...
","""American Beauty"" is tour de force cinema. Sam Mendes' brilliant debut feature depicts a web of characters who yearn for their own 'American Dream' - yet, in the end, only one character truly attains it.",/review/rw5204179/?ref_=tt_urv
29 November 2003,Philip_Pugh,10," Beautiful...
",Probably the best film of 1999. This dark comedy drama marks two fantastic feature film debuts with Alan Ball as writer and Sam Mendes as director (both winning oscars for their sterling efforts).,/review/rw5204179/?ref_=tt_urv
12 November 2007,uhmartinez-phd,10," Close To Perfection
","The intention is so clear that everything else falls into place, perfectly. Kevin Spacey's suburban husband and father reminded me of his character in ""The Ref"" and that could only be a good thing. Annette Bening and her giggle works wonders here. Their marriage is a tabloid version of a ""Who's Afraid To Virginia Woolf"" Which means very close to someone we know. The biggest surprises in the film. besides the amazing dexterity of Sam Mendes at his first outing behind the camera, are West Bentley. Chris Cooper, Thora Brch and Allison Janney. As I'm writing this 8 years after its first release, the Oscars and the whole hullabaloo, I'm very surprised that West Bentley hasn't become a major star. He is amazing in ""American Beauty"" the complexities of his character are based on recognizable human stands, the hardest to face up to and I went where he went. Thora Birch is lovely as the object of his attention and the film, I believe, is here to say.",/review/rw5204179/?ref_=tt_urv
5 November 1999,The Woof,10," One of my faves of the year...simply great.
","This movie was a joy to watch.  I didn't know what to expect when I came into it.  I had heard the buzz of the acting and the story, etc...but we've all heard that before and had been disappointed, but not so with this one.",/review/rw5204179/?ref_=tt_urv
