Review_Date,Author,Rating,Review_Title,Review,Review_Url
25 November 2019,lnvicta,7," Shoddily directed and horrifically edited, but not a total misfire.
","Quantum was my least favorite Bond movie for quite some time. After the over-ambitious Spectre, I look back at Quantum with fondness due to its simplicity. Not necessarily in its plot, but in its treatment of Bond as a character and his coming to terms with Vesper's death. It's an epilogue to Casino Royale; Bond is hellbent on revenge. It effectively functions as a discount Bourne film. Daniel Craig is great as always, as is Judi Dench and the rest of the supporting cast. The problems with Quantum lie mainly in the directing and editing.",/review/rw2040160/?ref_=tt_urv
18 May 2021,Fella_shibby,7," Fast paced but in trying to cash in on the success of Jason Bourne, Taken n other quick cut editing movies, this one too tried the fast cut editing n ruined the fun.
",I first saw this in 2008 with my family in a theatre.,/review/rw2040160/?ref_=tt_urv
11 November 2008,bob the moo,," Solid & enjoyable even if a lot of it could have been a lot better than it was
","I was looking forward to seeing this film but I'm not sure I was excited to see it. This had been tempered by some average reviews and also some negative ones that suggested that it was simply, not very good as a film - a lot of which have come from ideas over what a Bond film should be. People praised the ""reboot"" but apparently QOS is unacceptable? I do not think that the Bond films cannot change it up, but if they tried to do a Bond that was a romantic comedy I would be the first to come to this site complaining about ""what have they done to Bond?"" so I'm not totally for change.",/review/rw2040160/?ref_=tt_urv
6 November 2008,Gordon-11,," Something is not quite right with this latest Bond offering
",This film is about James Bond cracking down a multi-national corporation that works with dictators to get a share of precious natural resources.,/review/rw2040160/?ref_=tt_urv
8 March 2014,LeonLouisRicci,7," They Forgot the Charm, the Cool, the Exotic, the Erotic, and the Fun
","Incomprehensible at times and Utterly Charmless, the Best one can hope for is that James Bond (Daniel Craig) has put His Feelings to Rest, has Forgiven Vesper, and can now get Right with the World of Espionage and Become the Secret Agent that He was Meant to be.",/review/rw2040160/?ref_=tt_urv
10 November 2012,Michael_Elliott,," It Seems Like the Director and Editors Wanted to be the Stars
",Quantum of Solace (2008) ,/review/rw2040160/?ref_=tt_urv
27 June 2009,dromasca,5," fine actors cannot save one of the worst James Bond films
","Let me say from the start that Daniel Craig is one of the finest actors having played James Bond, maybe the best since Sean Connery. Judy Dench is also the best M. ever, and the idea of a female M. is just genial. Yet, the series are in trouble, and something needs to be done to save the series from the downturn that seems worst than the world economy.",/review/rw2040160/?ref_=tt_urv
17 November 2008,Bloomer,3," Stop the directors! Stop the editors! I want to get off!
","This is the first time I ever came out of a Bond film at the cinema thinking, 'I enjoyed almost none of that.' And there was no mystery for me as to why I felt this way. I didn't have to weigh up the other pros and cons (it is not an unsophisticated film) or think far or deeply. I couldn't stand Quantum Of Solace because ninety-five percent of its action sequences are appallingly directed and edited. Endless, wobbly extreme closeups are cut together too rapidly into a meaningless dirge which prohibits you from discerning anything about the nature of the scene.",/review/rw2040160/?ref_=tt_urv
8 November 2008,murtaza_mma,7," A Potpourri of Vestiges: The Quantum that lacked Solace
","Quantum of Solace or Quantum so less, as some of its critics may call it, definitely lacks certain aspects of a traditional Bond movie. It may be eccentric in the sense that it may not be able to titillate the esoteric Bond fans as it may lack their eclectic style and taste but it definitely succeeds in projecting a new Bond for the contemporary world who may not be a coeval of a superhero, who despite being vulnerable has got the killer instinct in him, which is the very defining characteristic of Ian Fleming's larger than life human incarnate. This Bond goes about his business in a fashion which is far more realistic compared to the Bond of the bygone era with an incredible passion and utmost devotion which is nothing but inexorable. Though Casino Royale was the pioneer of this graduation but its Quantum of Solace that consummates it and gives Fleming's agent a mystique which has always eluded him hitherto, an aura which gives him an opportunity to be mortal and hence a chance to qualify to be called a human.",/review/rw2040160/?ref_=tt_urv
12 December 2013,planktonrules,5," Action-packed...but it has almost no story.
","I am probably not exactly the target audience for ""Quantum of Solace"". After all, my biggest complaint about the James Bond series is that over the years the films have become more and more and more stunt-oriented (which means less and less plot-driven). While the series has always had its stunts, my favorite films are the earlier, less stunt-intensive ones. The latest batch from Daniel Craig have turned the uber-stunt craze of the films into high gear--though I did really enjoy ""Casino Royale"". I can easily understand why he suffered so many injuries during the filming of ""Quantum of SOlace""--the stunts are insane. The best of Craig's three Bond films was the first (""Casino Royale"")--the one with the least dramatic stunts and most plot. Perhaps this should tell the studio something. They might save a few dollars and make better films if they considered this.",/review/rw2040160/?ref_=tt_urv
