Review_Date,Author,Rating,Review_Title,Review,Review_Url
4 April 2022,paulclaassen,5," Over-complicated, way too long, and not all that exciting.
",Those who liked 'Tenet' said it was confusing. Those who hated 'Tenet' said it was confusing. Having read so many contradicting reviews about 'Tenet' I decided to watch it for myself to make up my own mind.,/review/rw6327269/?ref_=tt_urv
31 August 2020,neil-476,5," Far too clever for its own good
","Following a muddlesome terrorist attack on an opera, this unnamed chap (who I shall call Z) is introduced to the phenomenon of inversion. Inversion is the reversal of entropy, and can be applied to an object, a location, one or more individuals etc. This means that time can run forwards and backwards at more or less the same time in more or less the same place. It is dangerous: if overused it can overbalance entropy, which will end everything. And a nasty Russian piece of work is trying to collect bits of a mechanism so that he can activate an algorithm...",/review/rw6327269/?ref_=tt_urv
9 February 2021,TxMike,," Interesting concept, good story, could have been told a lot better.
","Many reviewers say you have to watch this movie multiple times to really get it all. No, I won't do that. I say a good movie is understandable with one viewing where the viewer is paying attention.",/review/rw6327269/?ref_=tt_urv
30 October 2020,pedroborges-90881,7," Tenet Review
","Clémence Poésy character says in the film ""Don't try to understand it. Feel it."" And later Pattinson character ask to the main character ""Does your head hurt yet?"" While he is trying to explain part of the plot to The Protagonist and to us as an audience, this is basically the whole movie, visually is great, the score even being loud is also great, the concept of moving backwards is also a great idea that give a lot great scenes, but when you stop to realize, a lot of things don't make a lot of sense.",/review/rw6327269/?ref_=tt_urv
28 September 2020,ThomDerd,9," If you are into movies, Tenet is your jam.
","If you want to enjoy an intriguing and interesting film which does tribute to many genres and film-making techniques, then TENET is a great choice.",/review/rw6327269/?ref_=tt_urv
30 August 2020,walter2-1,5," Lots of potential, but chaotic and at tee end, unsatisfying
","I am a big Nolan and Sci-Fi fan, and there's no question serious effort went into this movie. No question, the visuals were great, the acting was great, but the editing, PLOT and over-all effect was simply unsatisfying.",/review/rw6327269/?ref_=tt_urv
31 August 2020,dierregi,1," Pretentious action movie
","If you find movies with nameless characters pretentious, this will fit nicely into the pattern.",/review/rw6327269/?ref_=tt_urv
26 August 2020,851222,6," First real disappointment from Mr. Christopher Nolan
",Greetings from Lithuania.,/review/rw6327269/?ref_=tt_urv
7 September 2020,gcsman,8," Christopher Nolan does James Bond -- with time travel!
","I have a huge amount of respect for director Christopher Nolan. His recent films Inception, Interstellar, and Dunkirk are three of the best things I've ever seen on film and I automatically want to see whatever new production he comes out with. So, I'm just back from the theater having seen Tenet for the first time (I'm pretty sure there will be a second and third time) and in one sense I have no idea what rating to give. At a minimum it would be worth at least 6/10 for its technical quality alone. But it might be 10/10 for the quality of its fiendishly intricate storyline, which leaves your head spinning by the end. But it' s not without a few problems (see below). So, OK -- 8/10 it is.",/review/rw6327269/?ref_=tt_urv
28 September 2020,Prismark10,6," Tenet
","There are elements of Christopher Nolan's Tenet that has been inspired by other sources. 12 Monkeys, La Jetée, The Red Dwarf episode called Backwards, Steven Moffat's Doctor Who stories featuring River Song.",/review/rw6327269/?ref_=tt_urv
