Review_Date,Author,Rating,Review_Title,Review,Review_Url
16 August 2020,bob the moo,," Wonderfully self-destructive
","The first five minutes of Uncut Gems are bewildering and disruptive; it feels like you re thrown into the middle of something, can't quite hear what is going on, and feel the pressure of whatever situation we have just found ourselves. It continues from there with an intensity that is relentless. It does not make for an easy film, but it makes for an engaging one. It totally sells the sense of addiction and relentlessness of gambling - the highs it offers through the thrill of the chase and the elation of the win, but also the lows of the many downsides and loses.",/review/rw5673872/?ref_=tt_urv
27 December 2019,davidgiorgione,9," Pleasant surprise... wow...
","That was INTENSE. Decided to watch this after seeing this film pop up on so many ""2019 Top 10 movies"" lists and I couldn't be happier that I did. Adam Sandler absolutely killed it in this, I kept feeling confused at the choices he made but at the same time felt sorry for him.",/review/rw5673872/?ref_=tt_urv
22 March 2020,searchanddestroy-1,8," Adam Sandler looks like a kind of Jewish Al Pacino
","Some folks wrote that this movie was a mix-up of Marty Scorcese and Abel Ferrarra style and I think that's right. And Adam Sandler speaks, looks like, borrows every expression on the face from Al Pacino. I Don't know if the audiences have also noticed this but that's so obvious. Anyway, that's the kind of role, character that would have perfectly fit to Robert De Niro's co star in HEAT and the IRISHMAN. I like this uncut gem very much.",/review/rw5673872/?ref_=tt_urv
28 December 2019,Quinoa1984,8," ""You're the most annoying person I've ever known""
","They should hand out high-grade blood pressure meds to people going to see this after it ends. The major strength and in a way the slight weakness of Uncut Gems is how laser-focused the Safdies are in conveying total anxiety, stress and mania through this extreme act of full cinema SOUND (levels of acting and over-lapping dialog, that Vangelis-Blade-Runner-on-Steroids/Crystal Meth score, some of the cinematography and the tracking of the camera).",/review/rw5673872/?ref_=tt_urv
12 November 2021,witster18,9," You didn't give Deliverance 3 stars, did you?
","Personally, I find the more a film affects my feelings and emotions, the better(no matter the emotion). From Tobe Hooper's ""Texas Chainsaw Massacre"", to ""Free Solo"", or even ""August Osage County""; films aren't simply bad because they make you uncomfortable. One could argue; the more uncomfortable, the more effective. This is the case with Josh and Benny Safdie's ""Uncut Gems"".",/review/rw5673872/?ref_=tt_urv
31 January 2020,marcus-191-212062,9," Spot on reviews here lol
","All reviews here are correct. The good ones and the bad ones. This movie is a mess and you can like it or hate. My wife hated it, I liked it very much.",/review/rw5673872/?ref_=tt_urv
15 September 2019,kjproulx,10," An Intense Roller-Coaster
","It has been a fascinating ride watching the numerous ups and downs of Adam Sandler's career. From classic comedies like Happy Gilmore to great dramatic performances like Reign Over Me, he has proven time and time again that he is a very talented guy. The problem is that he has let himself fall out of the spotlight over the last ten years, simply due to the fact that he has been choosing some of the worst films of each year, on multiple occasions. In what might be the greatest performance he has ever given, Uncut Gems is his latest role that will be released this fall. After viewing this at the Toronto International Film Festival and giving it a little time to sink in, I can confidently say that this will end up being one of my favourite films of 2019 by year's end.",/review/rw5673872/?ref_=tt_urv
23 December 2019,gortx,," NOT an Adam Sandler movie -- a Safdie Brothers FILM
","UNCUT GEMS (2019). First things first. This is not an ""Adam Sandler movie"". Yes, he is the star and the focus of the advertising, but, this is very much a ""Safdie Brothers film"". Emphasis on ""film"". Benny and Josh Safdie are very much in love with the look and feel of the films of the 70s and 80s, in particular. But, as with GOOD TIME, they are not interested in doing a cutesy wink-wink homage. It's in their bones.
Sandler plays Howard, New York city jeweler who's also a full-time hustler. His marriage to Dinah (Idina Menzel) is falling apart, his gambling debts are piling up and he is facing health issues. He banks his future on an Ethiopian rock which houses the title valuables. Also involved are a two-bit floozy he's carrying on with (Julia Fox) and Boston Celtics legend Kevin Garnett - playing himself.
From the get-go, the Safdie Brothers (who also co-wrote with Ronald Bonstein) bring enormous energy and drive to the proceedings. Sandler starts at 11 and goes from there. Similarly, Daniel Lopatin's score is often mixed so high it becomes intrusive at times (the synth music itself isn't bad, sort of a retro blend of Vangelis and Jean-Michel Jarre). Darius Khondij's 35mm photography is both slick and gritty.
Director Yorgos Lanthimos (THE FAVOURITE) has remarked that UNCUT GEMS is like ""a Robert Altman film that was dipped in acid."" Altman's 1974 CALIFORNIA SPLIT certainly fits the time period and some of the themes. Of course, Altman was an original and as many of his admirers have found out over the years, overlapping dialogue and naturalistic atmosphere do not alone make an ""Altman film"" (Altman himself often enough failed to create the unique mood). UNCUT GEMS works because of the filmmaking brio and Sandler's driven performance. Still, at times, it seems to be trying too hard. It works best in the last act when the Safdies let the drama play out more. It's a good film, even if not quite up to GOOD TIME. But, hey, Celtics fans now know how Boston beat Philadelphia in that 2012 Playoff series!",/review/rw5673872/?ref_=tt_urv
12 April 2020,jerrycoliver,9," Really a Great Surprise
","I got to watch this and ""Richard Jewell"" back to back (thanks to lock down) and I don't think I could have asked for 2 better movies.",/review/rw5673872/?ref_=tt_urv
17 December 2019,Top_Dawg_Critic,4," A stressful convoluted mess of nothingness
","How is this even a movie? For starters, who's idea was it to have a constant loud, atrocious, out-of-place and annoying score in almost every second of this film. Then putting a bunch of loud people in one room yelling, ignoring each other and talking nonsense, and call it a movie. This is the garbage daily workplace stress people want to avoid, not watch expecting to be entertained, but instead resort to drinking to settle down watching this stressful convoluted mess of nothingness. What was even the point of the traditional dinner with still non-stop annoying loudness and useless chatter? I get the writers are novice/newbs, but at least have a seasoned writer proofread this mess before it goes to action and viewers watch stunned for 135 mins wondering what they're watching, only to get a stupid ending. 4/10 all going to Sandlers great performance",/review/rw5673872/?ref_=tt_urv
