Review_Date,Author,Rating,Review_Title,Review,Review_Url
28 September 2020,auuwws,10," The best trilogy in the history of cinema
",Best movie in the trilogy and sealed in the best possible way,/review/rw2993365/?ref_=tt_urv
22 November 2006,OttoVonB,10," All Good Things come to an End!
","All the threads of Tolkien's magnum opus come together in the most elegant of fashions in the final part of Peter Jackson's adaptation. Humanity makes a last stand at Minas Tirith, the Hobbits travel through Mordor, our heroes try to by time for Frodo to complete his mission and the Evil Sauron gets tired of the whole game and lashes out with all his might and fury.",/review/rw2993365/?ref_=tt_urv
15 February 2020,MR-ODIN,," Great
","Wonderful on every level. Love the characters and special effects. One of the biggest, most massive battle scenes ever put on the silver screen. A great end to a monumental epic.",/review/rw2993365/?ref_=tt_urv
9 March 2011,TheLittleSongbird,10," Pretty much outstanding
","I admit it, I love all three Lord of the Rings films. People may say Return of the King is the best of the trilogy, some may say it is the worst. I personally think Two Towers is the best for its scope and better exploration of some of the characters, but while it is still great Return of the King is better than Fellowship of the Ring.",/review/rw2993365/?ref_=tt_urv
2 November 2020,diffguy,10," Nothing better
",The greatest tragedy of the human race is that they will never make a better movie than Return of the King.,/review/rw2993365/?ref_=tt_urv
17 December 2003,GuyCC,10," Unprecedented.
","Peter Jackson has done it.  He has created an all-encompassing epic saga of Tolkien's Lord of the Rings books, and after coming away from the final chapter, how does this rate not only as a film on its own, but as a part of the whole?",/review/rw2993365/?ref_=tt_urv
16 March 2005,Derek237,10," They saved the best for last
","Obviously, I'm aware of the fact that the Lord of the Rings trilogy is actually one giant movie, but since it was released in parts, that's how I'm judging them. The Return Of The King is the final chapter, and since it is the climax and resolution of the epic journey, it has a little more intensity and urgency than the previous installments.",/review/rw2993365/?ref_=tt_urv
19 August 2016,Leofwine_draca,10," Perfect way to finish the trilogy
","Finally, the last movie in the series. Finally, Peter Jackson makes his intentions clear. Now we realise that the first two movies in this series were just the build up to this epic of a film. A masterful masterpiece, a flawless work of cinema whose only fault is that it seems too short. I don't have much to say about this; I don't want to spoil anything. But this is the big one. It completely blows the other two great movies out of the water. Suddenly, everything is more adult, more dramatic, and ten times the emotion. You could call it an emotional roller-coaster ride; certainly Jackson touches the nerves and heart-strings on more than one occasion.",/review/rw2993365/?ref_=tt_urv
4 February 2004,JamesHitchcock,10," The first great cinematic masterpiece of the twenty-first century.
","I am, I admit, an unlikely convert to the religion of Tolkienism. I  have never read the books, having, I thought, been put off them for  life by the sort of obsessive freaks who read them when I was at  school. (One classmate, then aged about sixteen, told me with great  pride that he had read the whole of 'The Lord of the Rings' at least  fifty times). I also have never been a great admirer of the 'sword and  sorcery' school of fantasy writing or film-making; indeed, some of this  genre (mostly those starring the current governor of California) struck  me as being among the worst films ever made.  I was, however, persuaded to see the first in the trilogy, 'The  Fellowship of the Ring', by its overwhelmingly positive reception from  the critics, and was quickly won over by the scope of Peter Jackson's  vision. I had been expecting some twee tale of elves, gnomes and  fairies; what I experienced was a genuine epic (in the true sense of  that overused word). Ever since December 2001, I have been waiting for  parts two and three of the trilogy to be released. Neither has  disappointed me.  The story of 'The Lord of the Rings' is too complex to be told in a  review such as this. Suffice it to say that it revolves around a magic  ring which will give its possessor immense power. The power-hungry Dark  Lord Sauron (a figure who is never actually seen on screen) desires to  obtain the ring in order to dominate Middle Earth. His enemies, led by  the wizard Gandalf, are seeking to destroy the ring, which can only be  used for evil purposes, not for good. At the beginning of the final  part of the trilogy, Sauron's forces are massing for an attack on the  kingdom of Gondor.  The film relates the story of the conflict which follows, and this  leads to some of the most spectacular battle sequences I have seen,  even more impressive than those in 'The Two Towers'. Inevitably, the  film makes much use of computer-generated effects, but unlike many  films dominated by special effects, plot and character are not  neglected. The acting is uniformly good, and in some cases outstanding.  Special mentions must also go to the camera-work, which made the best  possible use of the magnificent New Zealand scenery, and to Howard  Shore's memorable musical score.  So, looking forward to the Oscar ceremony, I have no doubt that this  should be the best film and that Peter Jackson, who has amply fulfilled  the promise shown in the excellent 'Heavenly Creatures', should be best  director. Best Actor? I would find it difficult to decide between the  competing claims of Sir Ian McKellen, who brings wisdom, kindliness and  the required touch of steel to his portrait of Gandalf, and of Elijah  Wood, who plays the brave and resourceful hobbit Frodo to whom falls  the dangerous task of ensuring the ring's destruction. Best Supporting  Actor? My own nomination would be for Sean Astin, as Frodo's loyal  companion Sam, but several others might have claims, notably Viggo  Mortensen or Bernard Hill.  Is this the best movie ever made, as some of its admirers have claimed?  Possibly not- that is, after all, a very large claim to make. I have no  doubt, however, that the trilogy as a whole is the first great  cinematic masterpiece of the twenty-first century. It has certainly  inspired me to start reading Tolkien's original novels. 10/10.",/review/rw2993365/?ref_=tt_urv
16 March 2006,Hitchcoc,10," I lived to see them all!
","I am in awe of the knowledge of some of the reviewers. I've been disappointed with virtually every film version of a beloved book that I have seen. I have not studied ""The Lord of the Rings"" though I have read the trilogy twice and parts several times. I know what a scholar Tolkien was and admire his work in linguistics as well as storytelling. The two entities do not need to cross over. If one really wanted to make the book you would have about two hours of poetry and a 56 hour movie. Movie-making is, unfortunately, forced to play by different rules. First of all, this film could not have been made until now. Imagine people dressed as trees. Remember those old Superman serials where whenever the Man of Steel flies, he becomes animated. Now that is genuinely bad. What Peter Jackson did here will be his legacy; had he died the day the film was complete, he would go down in film history. Everything is set up. The ring must be returned. Frodo is drunk with power and is latched on by the forces of evil. Those continuing the quest must face the ultimate and some do. Gollum is in the way, using his wiles to drive the ring back to him. The visual magnificence of Mount Doom and Mordor are unbelievable. One thing that is never mentioned is the incredible acting of most of the characters. Jackson may be a master of spectacle, but Frodo's character is a mass of impulses and expressions. He believes he is going to die and is afraid. Do you see a little bit of Christianity mixed in here? I'm not going down that road because, of course, the Bible is an epic too and has its own story. This is a movie about how friendship, loyalty, and sacrifice will out against evil. The evil is so remarkable and so oppressive.",/review/rw2993365/?ref_=tt_urv
